metric,scenario,method,previous_value,rerun_value,absolute_difference,tolerance,match
recall_mean,packet_loss_40,cmappo_kl,0.947457627118644,0.947457627118644,0.0,1e-08,True
n_tx_attempts_mean,packet_loss_40,cmappo_kl,65297.16,65297.16,0.0,1e-08,True
n_delivered_mean,packet_loss_40,cmappo_kl,39235.16,39235.16,0.0,1e-08,True
all_constraints_pass_count,packet_loss_40,cmappo_kl,0,0,0.0,0.0,True
n_runs,packet_loss_40,cmappo_kl,5,5,0.0,0.0,True
tx_reduction,generalization_development_test,fixed_60,0.7513860161127325,0.7513860161127325,0.0,1e-08,True
mae,generalization_development_test,fixed_60,10.550982955402484,10.550982955402484,0.0,1e-06,True
recall,generalization_development_test,fixed_60,0.2647058823529412,0.2647058823529412,0.0,1e-08,True
precision,generalization_development_test,fixed_60,0.3,0.3,0.0,1e-08,True
f1,generalization_development_test,fixed_60,0.28125,0.28125,0.0,1e-08,True
aoi,generalization_development_test,fixed_60,1.7559633027522936,1.7559633027522936,0.0,1e-06,True
tx_reduction,generalization_heldout_test,fixed_60,0.751021160719351,0.751021160719351,0.0,1e-08,True
mae,generalization_heldout_test,fixed_60,14.769178957440246,14.769178957440246,0.0,1e-06,True
recall,generalization_heldout_test,fixed_60,0.743298131600325,0.743298131600325,0.0,1e-08,True
precision,generalization_heldout_test,fixed_60,0.7780612244897959,0.7780612244897959,0.0,1e-08,True
f1,generalization_heldout_test,fixed_60,0.7602825093477358,0.7602825093477358,0.0,1e-08,True
aoi,generalization_heldout_test,fixed_60,1.760087855698958,1.760087855698958,0.0,1e-06,True
tx_reduction,generalization_development_test,fixed_75,0.7999792215642384,0.7999792215642384,0.0,1e-08,True
mae,generalization_development_test,fixed_75,10.849440974722848,10.849440974722848,0.0,1e-06,True
recall,generalization_development_test,fixed_75,0.2549019607843137,0.2549019607843137,0.0,1e-08,True
precision,generalization_development_test,fixed_75,0.2653061224489796,0.2653061224489796,0.0,1e-08,True
f1,generalization_development_test,fixed_75,0.2599999999999999,0.2599999999999999,0.0,1e-08,True
aoi,generalization_development_test,fixed_75,2.162770175711398,2.162770175711398,0.0,1e-06,True
tx_reduction,generalization_heldout_test,fixed_75,0.799540477676292,0.799540477676292,0.0,1e-08,True
mae,generalization_heldout_test,fixed_75,15.642808150329348,15.642808150329348,0.0,1e-06,True
recall,generalization_heldout_test,fixed_75,0.6913078797725426,0.6913078797725426,0.0,1e-08,True
precision,generalization_heldout_test,fixed_75,0.7419354838709677,0.7419354838709677,0.0,1e-08,True
f1,generalization_heldout_test,fixed_75,0.7157275021026072,0.7157275021026072,0.0,1e-08,True
aoi,generalization_heldout_test,fixed_75,2.20323433369616,2.20323433369616,0.0,1e-06,True
tx_reduction,generalization_development_test,delta_plus_heartbeat,0.7279630521633185,0.7279630521633185,0.0,1e-08,True
mae,generalization_development_test,delta_plus_heartbeat,8.790012455238985,8.790012455238985,0.0,1e-06,True
recall,generalization_development_test,delta_plus_heartbeat,0.9607843137254902,0.9607843137254902,0.0,1e-08,True
precision,generalization_development_test,delta_plus_heartbeat,0.8099173553719008,0.8099173553719008,0.0,1e-08,True
f1,generalization_development_test,delta_plus_heartbeat,0.8789237668161435,0.8789237668161435,0.0,1e-08,True
aoi,generalization_development_test,delta_plus_heartbeat,1.4026162338672057,1.4026162338672057,0.0,1e-06,True
tx_reduction,generalization_heldout_test,delta_plus_heartbeat,0.7278701234848055,0.7278701234848055,0.0,1e-08,True
mae,generalization_heldout_test,delta_plus_heartbeat,9.440991933074397,9.440991933074397,0.0,1e-06,True
recall,generalization_heldout_test,delta_plus_heartbeat,0.9878147847278635,0.9878147847278635,0.0,1e-08,True
precision,generalization_heldout_test,delta_plus_heartbeat,0.9559748427672956,0.9559748427672956,0.0,1e-08,True
f1,generalization_heldout_test,delta_plus_heartbeat,0.9716340391530164,0.9716340391530164,0.0,1e-08,True
aoi,generalization_heldout_test,delta_plus_heartbeat,1.4438345513916964,1.4438345513916964,0.0,1e-06,True
tx_reduction,generalization_development_test,semantic_expert,0.7445574665419961,0.7445574665419961,0.0,1e-08,True
mae,generalization_development_test,semantic_expert,7.216203874012153,7.216203874012153,0.0,1e-06,True
recall,generalization_development_test,semantic_expert,0.9803921568627452,0.9803921568627452,0.0,1e-08,True
precision,generalization_development_test,semantic_expert,0.9345794392523364,0.9345794392523364,0.0,1e-08,True
f1,generalization_development_test,semantic_expert,0.9569377990430622,0.9569377990430622,0.0,1e-08,True
aoi,generalization_development_test,semantic_expert,1.7669841393251438,1.7669841393251438,0.0,1e-06,True
tx_reduction,generalization_heldout_test,semantic_expert,0.7433860933038332,0.7433860933038332,0.0,1e-08,True
mae,generalization_heldout_test,semantic_expert,7.230393528528911,7.230393528528911,0.0,1e-06,True
recall,generalization_heldout_test,semantic_expert,0.9983753046303818,0.9983753046303818,0.0,1e-08,True
precision,generalization_heldout_test,semantic_expert,0.9927302100161552,0.9927302100161552,0.0,1e-08,True
f1,generalization_heldout_test,semantic_expert,0.9955447549615228,0.9955447549615228,0.0,1e-08,True
aoi,generalization_heldout_test,semantic_expert,1.773099051469445,1.773099051469445,0.0,1e-06,True
tx_reduction,generalization_development_test,cmappo_kl,0.7823439964487764,0.7823439964487764,0.0,1e-08,True
mae,generalization_development_test,cmappo_kl,8.612843442936295,8.612843442936295,0.0,1e-06,True
recall,generalization_development_test,cmappo_kl,0.9529411764705882,0.9529411764705882,0.0,1e-08,True
precision,generalization_development_test,cmappo_kl,0.9137775596384016,0.9137775596384016,0.0,1e-08,True
f1,generalization_development_test,cmappo_kl,0.93286098544907,0.93286098544907,0.0,1e-08,True
aoi,generalization_development_test,cmappo_kl,1.945431503654175,1.945431503654175,0.0,1e-06,True
tx_reduction,generalization_heldout_test,cmappo_kl,0.7782606229080387,0.7782606229080387,0.0,1e-08,True
mae,generalization_heldout_test,cmappo_kl,8.49505339274015,8.49505339274015,0.0,1e-06,True
recall,generalization_heldout_test,cmappo_kl,0.99642567018684,0.99642567018684,0.0,1e-08,True
precision,generalization_heldout_test,cmappo_kl,0.9912892434877696,0.9912892434877696,0.0,1e-08,True
f1,generalization_heldout_test,cmappo_kl,0.9938459908907176,0.9938459908907176,0.0,1e-08,True
aoi,generalization_heldout_test,cmappo_kl,1.9352550147721972,1.9352550147721972,0.0,1e-06,True
achieved_reduction,matched_budget_0.75,campus_senserl_bc,0.75,0.75,0.0,1e-08,True
mae,matched_budget_0.75,campus_senserl_bc,7.967005896143648,7.967005896143648,0.0,1e-06,True
recall,matched_budget_0.75,campus_senserl_bc,0.9975731144651776,0.9975731144651776,0.0,1e-08,True
evaluation_type,matched_budget_0.75,campus_senserl_bc,interpolated,interpolated,0.0,0.0,True
result_source,matched_budget_0.75,campus_senserl_bc,interpolated_legacy,interpolated_legacy,0.0,0.0,True
achieved_reduction,matched_budget_0.78,campus_senserl_bc,0.78,0.78,0.0,1e-08,True
mae,matched_budget_0.78,campus_senserl_bc,8.923299430437106,8.923299430437106,0.0,1e-06,True
recall,matched_budget_0.78,campus_senserl_bc,0.9932065187162592,0.9932065187162592,0.0,1e-08,True
evaluation_type,matched_budget_0.78,campus_senserl_bc,interpolated,interpolated,0.0,0.0,True
result_source,matched_budget_0.78,campus_senserl_bc,interpolated_legacy,interpolated_legacy,0.0,0.0,True
achieved_reduction,matched_budget_0.80,campus_senserl_bc,0.8,0.8,0.0,1e-08,True
mae,matched_budget_0.80,campus_senserl_bc,9.254888475769937,9.254888475769937,0.0,1e-06,True
recall,matched_budget_0.80,campus_senserl_bc,0.9927110031177608,0.9927110031177608,0.0,1e-08,True
evaluation_type,matched_budget_0.80,campus_senserl_bc,interpolated,interpolated,0.0,0.0,True
result_source,matched_budget_0.80,campus_senserl_bc,interpolated_legacy,interpolated_legacy,0.0,0.0,True
achieved_reduction,matched_budget_0.75,cmappo_kl,0.7552750042308343,0.7552750042308343,0.0,1e-08,True
mae,matched_budget_0.75,cmappo_kl,8.070008568801864,8.070008568801864,0.0,1e-06,True
recall,matched_budget_0.75,cmappo_kl,0.9980629539951572,0.9980629539951572,0.0,1e-08,True
evaluation_type,matched_budget_0.75,cmappo_kl,direct,direct,0.0,0.0,True
result_source,matched_budget_0.75,cmappo_kl,direct_measured,direct_measured,0.0,0.0,True
achieved_reduction,matched_budget_0.78,cmappo_kl,0.7779019897009405,0.7779019897009405,0.0,1e-08,True
mae,matched_budget_0.78,cmappo_kl,8.742403611902981,8.742403611902981,0.0,1e-06,True
recall,matched_budget_0.78,cmappo_kl,0.9944309927360774,0.9944309927360774,0.0,1e-08,True
evaluation_type,matched_budget_0.78,cmappo_kl,direct,direct,0.0,0.0,True
result_source,matched_budget_0.78,cmappo_kl,direct_measured,direct_measured,0.0,0.0,True
achieved_reduction,matched_budget_0.80,cmappo_kl,0.8006614607257694,0.8006614607257694,0.0,1e-08,True
mae,matched_budget_0.80,cmappo_kl,9.200637985891786,9.200637985891786,0.0,1e-06,True
recall,matched_budget_0.80,cmappo_kl,0.9929782082324456,0.9929782082324456,0.0,1e-08,True
evaluation_type,matched_budget_0.80,cmappo_kl,direct,direct,0.0,0.0,True
result_source,matched_budget_0.80,cmappo_kl,direct_measured,direct_measured,0.0,0.0,True
